epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,2490.35,0.84117,3.32667,1.00211,0.70163,0.74768,0.79561,0.65686,0.68859,7.16052,0.85214,0.000544806,0.000544806,0.000544806
27,2588.27,0.90499,3.43882,1.01146,0.77126,0.71865,0.82067,0.66521,0.75318,7.02807,0.857,0.000509438,0.000509438,0.000509438
28,2677.25,0.8965,3.3843,1.07232,0.76717,0.75031,0.82222,0.6717,0.76454,6.97093,0.86064,0.000474071,0.000474071,0.000474071
29,2770.63,0.7979,3.68125,1.01989,0.77365,0.72625,0.81945,0.68567,0.69361,6.72369,0.83692,0.000438703,0.000438703,0.000438703
30,2869.63,0.85555,3.19737,1.03872,0.70012,0.79211,0.82713,0.69175,0.63658,6.40046,0.8277,0.000403335,0.000403335,0.000403335
31,2970.78,0.76387,6.63997,0.92919,0.77294,0.73885,0.8263,0.69938,0.61351,6.20124,0.82499,0.000367967,0.000367967,0.000367967
32,3074.08,0.76638,6.48985,0.94849,0.76574,0.74841,0.81832,0.68866,0.61299,6.07659,0.82887,0.0003326,0.0003326,0.0003326
33,3174.9,0.76072,6.19446,0.92349,0.67857,0.74107,0.80256,0.67663,0.64614,6.2603,0.83602,0.000297232,0.000297232,0.000297232
34,3265.74,0.80012,6.08411,0.94204,0.67907,0.78916,0.83278,0.7038,0.64034,6.09726,0.84108,0.000261864,0.000261864,0.000261864
35,3358.65,0.8327,5.14315,0.97149,0.73427,0.7483,0.85084,0.71645,0.65882,6.0125,0.84398,0.000226497,0.000226497,0.000226497
36,3455.31,0.75564,5.62531,0.94649,0.82966,0.71836,0.86583,0.7302,0.64467,5.84654,0.84064,0.000191129,0.000191129,0.000191129
37,3547.36,0.71101,5.2782,0.90146,0.80964,0.76397,0.8749,0.74055,0.62497,5.76813,0.83352,0.000155761,0.000155761,0.000155761
38,3647.27,0.71293,4.86508,0.9339,0.84759,0.76109,0.87773,0.74474,0.61758,5.74883,0.83432,0.000120393,0.000120393,0.000120393
39,3746.22,0.70369,4.84491,0.94826,0.89914,0.7265,0.87142,0.74425,0.60799,5.71798,0.8282,8.50255e-05,8.50255e-05,8.50255e-05
40,3841.5,0.72644,4.9574,0.92249,0.87319,0.7344,0.87056,0.74389,0.60223,5.73404,0.83015,4.96578e-05,4.96578e-05,4.96578e-05
